id,title,published,detail,keywords
2A72BB8283F1846B61373E686DCF3405,Coordinador del Centro de Formación y Capacitación,Hace 2 días,"Coordinador del Centro de Formación y Capacitación con experiencia en Instituciones Educativas CAPECO La Victoria, Lima Postularme Whatsapp Facebook Twitter Copiar enlace Recibir ofertas similares Imprimir Denunciar empleo Contrato por Necesidades del Mercado Tiempo completo Funciones 1. Planear y coordinar el diseño de los productos del Centro de Formación y Capacitación del Instituto Capeco (Programa de Formación Continua y el Programa de Competencias Laborales). 2. Coordinar la conformación del equipo docente para impartir los contenidos de los programas educativos del Centro de Capacitación del Instituto. 3. Gestionar ante las áreas correspondientes las facilidades y trámites necesarios para llevar a cabo la implementación y operación de los programas educativos del Centro de Capacitación del Instituto, así como los apoyos necesarios para el desarrollo óptimo de los cursos. 4. Mantener actualizados los contenidos de los productos (contenidos vigentes de acuerdo a la normativa y las tendencias en materia de transparencia). 5. Elaborar conjuntamente con el área de gestión docente los temarios y fichas técnicas de cada producto previo al lanzamiento del mismo previa autorización de la Dirección Académica. 6. Supervisar el material didáctico elaborado por los docentes según los cursos asignados (de acuerdo a la propuesta académica aprobada) material de apoyo, presentaciones de clase, evaluaciones, respetando la autoría en las citas bibliográficas y aportando dinamicidad en la explicación del contenido. 7. Participar de las reuniones con los clientes que soliciten programas especializados y desarrollar la propuesta para el producto. Requisitos:1. Profesional de las carreras de ingeniería civil o arquitectura (Indispensable). • Con experiencia en tecnología, procesos y construcción. (indispensable) • Contar con el conocimiento técnico y normativas legales en temas de Ingeniería Civil y Construcción. • Conocimientos de tecnología relacionadas con la especialidad (Autodesk, BIM entre otras). • Microsoft office – Intermedio • Contar con mínimo 3 años experiencia profesional en el sector construcción Horario : 48 horas semanales, la labor es presencial. Desde el 01 día de labores en planilla con todos los beneficios de ley que corresponden. Requerimientos Educación mínima: Universitario3 años de experienciaEdad: entre 26 y 55 añosConocimientos: Microsoft OfficeLicencias de conducir: A-III-A Disponibilidad de viajar: NoDisponibilidad de cambio de residencia: NoPersonas con discapacidad: Sí Hace 2 días (actualizada) Postularme Imprimir Denunciar empleo Recibir ofertas similares Acerca de CAPECO + Seguir Volver a enviar Dejar de seguir ¡No te pierdas ninguna oportunidad! Recibe notificaciones nuevas de CAPECO Formato incorrecto Contraseña incorrecta He leído y acepto aviso legal y la política de privacidad Obligatorio Institución Educativa que capacita a sus alumnos en las últimas herramientas informáticas y tecnológicas destinadas a la construcción, a fin de que puedan incorporarse y competir en el mercado laboral actual. Asimismo, participamos en las diversas actividades sociales y culturales de la comunidad, para lo cual fomentamos la capacitación y actualización constante de nuestra plana docente, a fin de cumplir con las exigencias y expectativas de los educandos. Nuestra misión es formar profesionales l... Institución Educativa que capacita a sus alumnos en las últimas herramientas informáticas y tecnológicas destinadas a la construcción, a fin de que puedan incorporarse y competir en el mercado laboral actual. Asimismo, participamos en las diversas actividades sociales y culturales de la comunidad, para lo cual fomentamos la capacitación y actualización constante de nuestra plana docente, a fin de cumplir con las exigencias y expectativas de los educandos. Nuestra misión es formar profesionales líderes, investigadores e innovadores en beneficio del país. Nuestra visión es que en cada empresa constructora del país haya un egresado de nuestras aulas generando valor para la industria de la construcción. Ver más sobre la empresa Beneficios de CAPECO Seguros, salud y bienestar Seguro de vida Seguro de salud",for_students/for_graduates
511538D3519A42FB61373E686DCF3405,Auxiliar de mantenimiento,Hace 2 días,"Auxiliar de mantenimiento Importante empresa del sector Magdalena Del Mar, Lima Postularme Whatsapp Facebook Twitter Copiar enlace Recibir ofertas similares Imprimir Denunciar empleo Contrato por Inicio o Incremento de Actividad Tiempo completo Importante empresa del sector retail líder del mercado, se encuentra en búsqueda de:AUXILIAR DE MANTENIMIENTOFUNCIONES:- Crear los pedidos de material y servicios que se requieran para la ejecución de los trabajos de mantenimiento preventivo y correctivos programados.- Ordenar los manuales de operación y mantenimiento y demás información técnica de los equipos.- Programar las actividades de mantenimiento considerando la disponibilidad de repuestos, personal, maquinaria y tiempo.- Apoyar en el seguimiento de la ejecución del Plan de mantenimiento anual de los equipos, mobiliario e infraestructura de todas las áreas de la sede.- Coordinar con el área de Compras las consultas y plazos de entrega de los pedidos de material y servicios.- Coordinar con las áreas operativas las paradas de equipos y cierre de zonas por actividades de mantenimiento.- Realizar otras funciones afines o complementarias que disponga su jefe inmediato.SE NECESITA: - Egresado de ingeniería eléctrica, electrónica, civil, a fines.- Experiencia mínima de 1 año como Auxiliar o asistente.- Excel intermedio- Disponibilidad para laborar en San Isidro.BENEFICIOS:- Ingreso a planilla desde el primer día con todos los beneficios de ley.- Remuneración acorde al mercado.- Bonos de desempeño, alimentación.- Aprendizaje y desarrollo constante- Buen clima laboral Requerimientos Educación mínima: Universitario1 año de experienciaEdad: entre 22 y 28 años Hace 2 días Postularme Imprimir Denunciar empleo Recibir ofertas similares",
3FA1F5A8D837979B61373E686DCF3405,Asistente de mantenimiento,Hace 2 días,"Asistente de mantenimiento Importante empresa del sector Magdalena Del Mar, Lima Postularme Whatsapp Facebook Twitter Copiar enlace Recibir ofertas similares Imprimir Denunciar empleo Contrato por Inicio o Incremento de Actividad Tiempo completo Importante empresa del sector retail líder del mercado, se encuentra en búsqueda de:ASISTENTE DE MANTENIMIENTOFUNCIONES:- Crear los pedidos de material y servicios que se requieran para la ejecución de los trabajos de mantenimiento preventivo y correctivos programados.- Ordenar los manuales de operación y mantenimiento y demás información técnica de los equipos.- Programar las actividades de mantenimiento considerando la disponibilidad de repuestos, personal, maquinaria y tiempo.- Apoyar en el seguimiento de la ejecución del Plan de mantenimiento anual de los equipos, mobiliario e infraestructura de todas las áreas de la sede.- Coordinar con el área de Compras las consultas y plazos de entrega de los pedidos de material y servicios.- Coordinar con las áreas operativas las paradas de equipos y cierre de zonas por actividades de mantenimiento.- Realizar otras funciones afines o complementarias que disponga su jefe inmediato.SE NECESITA: - Egresado de ingeniería eléctrica, electrónica, civil, a fines.- Experiencia mínima de 1 año como Auxiliar o asistente.- Excel intermedio- Disponibilidad para laborar en San Isidro.BENEFICIOS:- Ingreso a planilla desde el primer día con todos los beneficios de ley.- Remuneración acorde al mercado.- Bonos de desempeño, alimentación.- Aprendizaje y desarrollo constante- Buen clima laboral Requerimientos Educación mínima: Universitario1 año de experienciaEdad: entre 22 y 28 años Hace 2 días Postularme Imprimir Denunciar empleo Recibir ofertas similares",
10E93163CB827A5761373E686DCF3405,Tecnico Electricista,Hace 2 días,"Tecnico Electricista Conocimiento en sistemas de bombeo V & J Ingenieria y Construccion S.A.  V&JICSA 3,7 Lima, Lima Postularme Whatsapp Facebook Twitter Copiar enlace Recibir ofertas similares Imprimir Denunciar empleo Contrato por Obra Determinada o Servicio Específico Tiempo completo Somos VIJICSA!!Equipo dedicado a la investigación, consultoría, diseño y supervisión de obras de Ingeniería Mecánica, Eléctrica, Electrónica, Civil, Hidráulica y de Minas, actualmente nos encontramos en la búsqueda del MEJOR TALENTO para ocupar el cargo de TECNICO ELECTRICISTA - SISTEMA DE BOMBEO para laborar en OYON, PROYECTO MINERO.REQUISITOS:* Técnico Mantenimiento Industrial, Automatización, Electricidad, Electrónica, Controles Industriales, etc.* Disponibilidad para laborar SISTEMA 2X1* Disponibilidad para laborar en OYON - RAURA.* Contar con LICENCIA DE CONDUCIR AI o AIIB (INDISPENSABLE)* 01 año en funciones similares/ conocimientos y experiencia en mantenimiento de equipos de planta, inspección y mantenimiento de sistemas de bombeo 1 año como mínimo, instalaciones eléctricas y puestas en marcha.* Conocimientos de Sistemas de Bombeo, motores eléctricos en baja y media tensión, tableros de arranque, subestaciones, variadores de velocidad, puestas en marcha de electrobombas, grupos electrógenos y motobombas.- Conocimiento en: Montaje, Monitoreo y mantenimiento predictivo, preventivo y correctivo de bombas centrifugas, turbina vertical, horizontales, caja de partida, sumergibles, multietápicas para pozo profundo. De 100-400HP.BENEFICIOS:* Ingreso a planilla desde el primer día de trabajo* Oportunidad de desarrollo a corto y mediano plazo * Remuneración acorde al mercado* Excelente clima laboral* Capacitaciones constantes* Seguro SCTR - VIDA LEY Requerimientos Educación mínima: Técnico2 años de experienciaIdiomas: Español Edad: A partir de 19 añosConocimientos: Microsoft ExcelLicencias de conducir: A-I ,A-II-B Disponibilidad de viajar: SiDisponibilidad de cambio de residencia: No Hace 2 días Postularme Imprimir Denunciar empleo Recibir ofertas similares Acerca de V & J Ingenieria y Construccion S.A.  V&JICSA + Seguir Volver a enviar Dejar de seguir ¡No te pierdas ninguna oportunidad! Recibe notificaciones nuevas de V & J Ingenieria y Construccion S.A.  V&JICSA Formato incorrecto Contraseña incorrecta He leído y acepto aviso legal y la política de privacidad Obligatorio V & J INGENIERA Y CONSTRUCCIÓN S.A. / VIJICSA, es una empresa conformada por ingenieros y técnicos altamente calificados cuyas actividades se centran en el diseño, fabricación, transformación y montaje de equipos, máquinas, estructuras metálicas, electromecánicas, así como en la ejecución de obras mineras, pesqueras, petroleras, civiles, acondicionamiento de infraestructura física y prestación de servicios. La experiencia adquirida por nuestro personal profesional y técnico, nos perm... V & J INGENIERA Y CONSTRUCCIÓN S.A. / VIJICSA, es una empresa conformada por ingenieros y técnicos altamente calificados cuyas actividades se centran en el diseño, fabricación, transformación y montaje de equipos, máquinas, estructuras metálicas, electromecánicas, así como en la ejecución de obras mineras, pesqueras, petroleras, civiles, acondicionamiento de infraestructura física y prestación de servicios. La experiencia adquirida por nuestro personal profesional y técnico, nos permite asumir adecuadamente la ejecución de los trabajos en las áreas indicadas y de servicios en general. Ver más sobre la empresa Beneficios de V & J Ingenieria y Construccion S.A.  V&JICSA Seguros, salud y bienestar Seguro de vida Seguro de salud Familia y paternidad Permisos de maternidad y paternidad Jornada reducida o flexible Vacaciones y tiempo libre Vacaciones pagadas Permiso por fallecimiento de familiar Evaluación general 3,70 53 Evaluaciones 5 26% 4 34% 3 34% 2 2% 1 4% 3,86 Ambiente de trabajo 3,81 Salario y prestaciones 3,61 Oportunidades de carrera 3,78 Director general 97% profesionales recomiendan trabajar aquí buen ambiente laboral Actual empleado Ica Junio, 2020 muy comprometida con sus proyectos y personal Supervisor ssoma Antiguo empleado Lima Noviembre, 2019 Empresa dedicada a realizar trabajos de metal mecánica y obras civiles,líderes en la región, con alta demanda sobre todo en el sector de mineria e industria. A mejorar Logistica Recomienda trabajar aquí Técnico electricista Antiguo empleado Junin Agosto, 2019 una empresa con amplia experiencia laboral Lo mejor tiene recursos A mejorar la parte administrativa Recomienda trabajar aquí Mostrar las 53 evaluaciones",
9673B98CC4C578C661373E686DCF3405,Ingeniero de producción Instalaciones Sanitarias,Hace 2 días,"Ingeniero de producción Instalaciones Sanitarias A&A Edificaciones SAC Lima, Lima Postularme Whatsapp Facebook Twitter Copiar enlace Recibir ofertas similares Imprimir Denunciar empleo S/. 6.000,00 (Mensual) Contrato por Obra Determinada o Servicio Específico Tiempo completo Empresa de rubro construcción se encuentra en la búsqueda de un Ingeniero de producción Instalaciones Sanitarias que cumpla con los siguientes requisitosRequisitos - Ingeniero sanitario o civil- Colegiatura habilitada- 4 años de experiencia en el puesto de jefe de producción en instalaciones sanitarias en hospitales, clínicas, mall, edificios corporativos u otrosFuncionesPlanificación y control:- Planificar las actividades en coordinación con el área de programación maestra y demás áreas involucradas, incluyendo instalaciones y subcontratistas.- Generar el Lookahead, coordinar y controlar las actividades identificando y anticipando las restricciones para un cumplimiento efectivo de la programación.- Planificar los recursos y solicitarlos oportunamente en base al Plan de procura.- Dirigir, coordinar y controlar todas las fases de la construcción de la construcción de acuerdo a la planificación de obra.- Realizar análisis y seguimientos al costo de producción de las diferentes líneas.- Gestionar los indicadores claves del proceso, Factor de Avance y Costo. estableciendo medidas de mejoramiento. Requerimientos Educación mínima: Universitario4 años de experiencia Hace 2 días (actualizada) Postularme Imprimir Denunciar empleo Recibir ofertas similares Acerca de A&A Edificaciones SAC + Seguir Volver a enviar Dejar de seguir ¡No te pierdas ninguna oportunidad! Recibe notificaciones nuevas de A&A Edificaciones SAC Formato incorrecto Contraseña incorrecta He leído y acepto aviso legal y la política de privacidad Obligatorio Somos un grupo empresarial con más de 20 años de experiencia en el sector construcción; brindando servicios de ingeniería, ejecución y equipamiento en edificaciones e infraestructura. Beneficios de A&A Edificaciones SAC Seguros, salud y bienestar Seguro de vida Seguro de salud Familia y paternidad Permisos no retribuidos Permisos de maternidad y paternidad Vacaciones y tiempo libre Vacaciones pagadas Permiso por fallecimiento de familiar Baja retribuida por enfermedad Ventajas y descuentos Descuentos para empleados Plan de asistencia al empleo Soporte profesional Programa de Diversidad Planes de formación Formación externa Salarios Presupuestos Media salarial S/. 4.650 /mes 5 salarios 3 salarios 2 salarios Media salarial S/. 1.200 S/. 9.000 Jefe/a de obra Media salarial S/. 9.600 /mes 5 salarios 2 salarios 3 salarios Media salarial S/. 5.000 S/. 12.000 Mostrar los 3 salarios",
5A5C34E35615A74161373E686DCF3405,ingeniero oficina técnica,Hace 2 días,"ingeniero oficina técnica Turno completo Importante empresa del sector Piura, Piura Postularme Whatsapp Facebook Twitter Copiar enlace Recibir ofertas similares Imprimir Denunciar empleo Contrato Ocasional Tiempo completo SE REQUIERE INGENIERO (A) DE OFICINA TÉCNICAPerfil académico:Ingeniero Civil Colegiado y Habilitado.Mínimo 3 años de experiencia laboral relacionada.Con conocimiento de la Ley de Contrataciones del Estado.Experiencia en licitaciones.Funciones a desempeñar:- Elaborar Liquidaciones de Obra.- Elaborar y revisar Valorizaciones de Obra.- Elaborar expedientes técnicos.- Elaborar expedientes técnicos de Adicionales de Obra.- Elaborar pericias de ingeniería civil.- Elaborar CRONOGRAMAS Y PROGRAMACIÓN de obra.- Elaborar y sustentar ampliaciones de plazo en obras. Requerimientos Educación mínima: Universitario3 años de experienciaIdiomas: Español Edad: entre 30 y 40 añosDisponibilidad de viajar: SiDisponibilidad de cambio de residencia: Si Hace 2 días (actualizada) Postularme Imprimir Denunciar empleo Recibir ofertas similares",
5922570A7373FF1761373E686DCF3405,Ingeniero de producción  ACI,Hace 2 días,"Ingeniero de producción ACI A&A Edificaciones SAC Lima, Lima Postularme Whatsapp Facebook Twitter Copiar enlace Recibir ofertas similares Imprimir Denunciar empleo S/. 6.000,00 (Mensual) Contrato por Obra Determinada o Servicio Específico Tiempo completo Empresa de rubro construcción se encuentra en la búsqueda de un Ingeniero de producción Instalaciones ACI que cumpla con los siguientes requisitosRequisitos- Ingeniero sanitario o civil- Colegiatura habilitada- 4 años de experiencia en el puesto de jefe de producción en instalaciones ACI en hospitales, clínicas, mall, edificios corporativos u otrosFuncionesPlanificación y control:- Planificar las actividades en coordinación con el área de programación maestra y demás áreas involucradas, incluyendo instalaciones y subcontratistas.- Generar el Lookahead, coordinar y controlar las actividades identificando y anticipando las restricciones para un cumplimiento efectivo de la programación.- Planificar los recursos y solicitarlos oportunamente en base al Plan de procura.- Dirigir, coordinar y controlar todas las fases de la construcción de la construcción de acuerdo a la planificación de obra.- Realizar análisis y seguimientos al costo de producción de las diferentes líneas.- Gestionar los indicadores claves del proceso, Factor de Avance y Costo. estableciendo medidas de mejoramiento. Requerimientos Educación mínima: Universitario4 años de experiencia Hace 2 días (actualizada) Postularme Imprimir Denunciar empleo Recibir ofertas similares Acerca de A&A Edificaciones SAC + Seguir Volver a enviar Dejar de seguir ¡No te pierdas ninguna oportunidad! Recibe notificaciones nuevas de A&A Edificaciones SAC Formato incorrecto Contraseña incorrecta He leído y acepto aviso legal y la política de privacidad Obligatorio Somos un grupo empresarial con más de 20 años de experiencia en el sector construcción; brindando servicios de ingeniería, ejecución y equipamiento en edificaciones e infraestructura. Beneficios de A&A Edificaciones SAC Seguros, salud y bienestar Seguro de vida Seguro de salud Familia y paternidad Permisos no retribuidos Permisos de maternidad y paternidad Vacaciones y tiempo libre Vacaciones pagadas Permiso por fallecimiento de familiar Baja retribuida por enfermedad Ventajas y descuentos Descuentos para empleados Plan de asistencia al empleo Soporte profesional Programa de Diversidad Planes de formación Formación externa Salarios Presupuestos Media salarial S/. 4.650 /mes 5 salarios 3 salarios 2 salarios Media salarial S/. 1.200 S/. 9.000 Jefe/a de obra Media salarial S/. 9.600 /mes 5 salarios 2 salarios 3 salarios Media salarial S/. 5.000 S/. 12.000 Mostrar los 3 salarios",
99FACFF83DB6587961373E686DCF3405,Jefe de logística(sector metalmecánico/mineria),Hace 3 días,"Jefe de logística(sector metalmecánico/mineria) EXPERTISE Arequipa, Arequipa Postularme Whatsapp Facebook Twitter Copiar enlace Recibir ofertas similares Imprimir Denunciar empleo Contrato por Necesidades del Mercado Tiempo completo Importante empresa de trabajos en ingeniería, proyectos, fabricación de maquinaria, estructuras metálicas, montaje, obras civiles y mantenimiento Industrial y minero se encuentra en la búsqueda de un Jefe de logística para su sede en Arequipa:Funciones:• Asegurar que los procesos productivos resulten eficaces y fluidos.• Supervisar la gestión de compras, almacenes y transporte de la empresa.• Optimización de plazos y organización de productos, artículos o bienes materiales derivados del proceso de producción del negocio.• Gestionar y monitorizar la distribución y el transporte de las mercancías.• Informar periódicamente a la gerencia sobre la gestión de activos de la empresa y otros referentes al área.• Supervisar y prever los requerimientos del cliente interno y externo con la finalidad de asegurar el abastecimiento oportuno de los almacenes de la empresa.• Controlar y administrar permanente los inventarios de la empresa.• Responsable de la selección y evaluación de proveedores.Requisitos:•Experiencia mínima de 05 años en puestos similares, de preferencia en el rubro metalmecánico y/o minero, liderando la gestión de abastecimiento de Componentes, Materiales y Equipos industriales, Accesorios e insumos electricos y/o metalmecánicos, •Conocimiento en gestión de importación y exportación de este tipo de productos. •Conocimiento en equipos e insumos eléctricos, equipos y herramientas industriales, experiencia en manejo de inventarios. •Experiencia en Planificación e implementación de planes de compras, experiencia en Programación de Transportes. Conocimiento en gestión de importación y exportación. Conocimiento en temas tributarios. •Maestría en Logística o Supply Chain Management.•Cursos de especialización en Logística u Operaciones, Gestión de Procesos, Supply Chain Management, Transportes, almacenes e indicadores de Gestión Logística. Requerimientos Educación mínima: Maestría5 años de experienciaIdiomas: Inglés Disponibilidad de viajar: Si Hace 3 días Postularme Imprimir Denunciar empleo Recibir ofertas similares Acerca de EXPERTISE + Seguir Volver a enviar Dejar de seguir ¡No te pierdas ninguna oportunidad! Recibe notificaciones nuevas de EXPERTISE Formato incorrecto Contraseña incorrecta He leído y acepto aviso legal y la política de privacidad Obligatorio TRAS ACTIVIDADES DE DOTACIÓN DE RECURSOS HUMANOSSecundaria 1 - 8550 - ACTIVIDADES DE APOYO A LA ENSEÑANZATRAS ACTIVIDADES DE DOTACIÓN DE RECURSOS HUMANOSSecundaria 1 - 8550 - ACTIVIDADES DE APOYO A LA ENSEÑANZA",
BE8080D94736055461373E686DCF3405,Encargado de compras(rubro minero),Hace 3 días,"Encargado de compras(rubro minero) EXPERTISE Arequipa, Arequipa Postularme Whatsapp Facebook Twitter Copiar enlace Recibir ofertas similares Imprimir Denunciar empleo S/. 2.500,00 (Mensual) Contrato por Necesidades del Mercado Tiempo completo Importante empresa de trabajos en ingeniería, proyectos, fabricación de maquinaria, estructuras metálicas, montaje, obras civiles y mantenimiento Industrial y minero se encuentra en la búsqueda de un Encargado de compras para su sede en Arequipa:Funciones:• Tiene a su cargo los requerimientos de todo un proyecto y/o servicio.• Garantizar el cumplimiento de los plazos, de los requerimientos técnicos, cumpliendo con los requisitos de Seguridad, Medio Ambiente y Calidad de los productos.• Entregar la documentación de compras trazables al área contable (Facturas, guías, orden de compra, orden de servicios, contratos y valoraciones, etc.).• Ampliar la cartera de proveedores constantemente.• Coordinar con gerencia de Proyectos la revisión y/o aprobación de compras de gran envergadura.• Coordinación para la elaboración de contratos y garantías respectivas según la envergadura de la compra requerida.• Verificar si se cuenta con los productos en stock antes de realizar las compras.Requisitos:•Experiencia de 02 años en compras de preferencia en el rubro eléctrico, electromecánico o minería. •Conocimiento en Gestión de Almacén y/o Gestión de Activos. •Experiencia en Compras. •Conocimientos de gestión de cadena de suministros.•Experiencia en coordinación con proveedores. Requerimientos Educación mínima: Técnico2 años de experienciaDisponibilidad de viajar: Si Hace 3 días Postularme Imprimir Denunciar empleo Recibir ofertas similares Acerca de EXPERTISE + Seguir Volver a enviar Dejar de seguir ¡No te pierdas ninguna oportunidad! Recibe notificaciones nuevas de EXPERTISE Formato incorrecto Contraseña incorrecta He leído y acepto aviso legal y la política de privacidad Obligatorio TRAS ACTIVIDADES DE DOTACIÓN DE RECURSOS HUMANOSSecundaria 1 - 8550 - ACTIVIDADES DE APOYO A LA ENSEÑANZATRAS ACTIVIDADES DE DOTACIÓN DE RECURSOS HUMANOSSecundaria 1 - 8550 - ACTIVIDADES DE APOYO A LA ENSEÑANZA",
73806C363523653361373E686DCF3405,Tecnico Electricista con licencia AIIB,Hace 3 días,"Tecnico Electricista con licencia AIIB Experiencia en interior mina V & J Ingenieria y Construccion S.A.  V&JICSA 3,7 Lima, Lima Postularme Whatsapp Facebook Twitter Copiar enlace Recibir ofertas similares Imprimir Denunciar empleo Contrato por Obra Determinada o Servicio Específico Tiempo completo Somos VIJICSA!!Equipo dedicado a la investigación, consultoría, diseño y supervisión de obras de Ingeniería Mecánica, Eléctrica, Electrónica, Civil, Hidráulica y de Minas, actualmente nos encontramos en la búsqueda del MEJOR TALENTO para ocupar el cargo de TECNICO ELECTRICISTA - INTERIOR MINA para laborar en OYON. REQUISITOS:* Técnico Mantenimiento Industrial, Automatización, Electricidad, Electrónica, Controles Industriales, etc.* Experiencia MINIMA de 2 AÑOS laborando en INTERIOR MINA (INDISPENSABLE)* Disponibilidad para laborar SISTEMA 2X1* Disponibilidad para laborar en OYON - RAURA.*Contar con LICENCIA DE CONDUCIR AIIB (INDISPENSABLE)CONOCIMIENTOS:* Conocimientos de instalación y desinstalación de cables aéreos.* Conocimiento de mantenimiento eléctrico de motores.* Conocimiento de mantenimiento de tableros arrancadores de bombas y ventiladores en mina.* Conocimiento de normas para el bloqueo y desbloqueo de equipos.* Conocimiento y aplicación de pautas de mantenimiento eléctrico, procedimientos de trabajo y manuales específicos de equipos.BENEFICIOS:* Ingreso a planilla desde el primer día de trabajo* Oportunidad de desarrollo a corto y mediano plazo * Remuneración acorde al mercado* Excelente clima laboral* Capacitaciones constantes* Seguro SCTR - VIDA LEY Requerimientos Educación mínima: Técnico2 años de experienciaIdiomas: Español Edad: A partir de 25 añosConocimientos: Microsoft ExcelLicencias de conducir: A-II-B Disponibilidad de viajar: SiDisponibilidad de cambio de residencia: No Hace 3 días Postularme Imprimir Denunciar empleo Recibir ofertas similares Acerca de V & J Ingenieria y Construccion S.A.  V&JICSA + Seguir Volver a enviar Dejar de seguir ¡No te pierdas ninguna oportunidad! Recibe notificaciones nuevas de V & J Ingenieria y Construccion S.A.  V&JICSA Formato incorrecto Contraseña incorrecta He leído y acepto aviso legal y la política de privacidad Obligatorio V & J INGENIERA Y CONSTRUCCIÓN S.A. / VIJICSA, es una empresa conformada por ingenieros y técnicos altamente calificados cuyas actividades se centran en el diseño, fabricación, transformación y montaje de equipos, máquinas, estructuras metálicas, electromecánicas, así como en la ejecución de obras mineras, pesqueras, petroleras, civiles, acondicionamiento de infraestructura física y prestación de servicios. La experiencia adquirida por nuestro personal profesional y técnico, nos perm... V & J INGENIERA Y CONSTRUCCIÓN S.A. / VIJICSA, es una empresa conformada por ingenieros y técnicos altamente calificados cuyas actividades se centran en el diseño, fabricación, transformación y montaje de equipos, máquinas, estructuras metálicas, electromecánicas, así como en la ejecución de obras mineras, pesqueras, petroleras, civiles, acondicionamiento de infraestructura física y prestación de servicios. La experiencia adquirida por nuestro personal profesional y técnico, nos permite asumir adecuadamente la ejecución de los trabajos en las áreas indicadas y de servicios en general. Ver más sobre la empresa Beneficios de V & J Ingenieria y Construccion S.A.  V&JICSA Seguros, salud y bienestar Seguro de vida Seguro de salud Familia y paternidad Permisos de maternidad y paternidad Jornada reducida o flexible Vacaciones y tiempo libre Vacaciones pagadas Permiso por fallecimiento de familiar Evaluación general 3,70 53 Evaluaciones 5 26% 4 34% 3 34% 2 2% 1 4% 3,86 Ambiente de trabajo 3,81 Salario y prestaciones 3,61 Oportunidades de carrera 3,78 Director general 97% profesionales recomiendan trabajar aquí buen ambiente laboral Actual empleado Ica Junio, 2020 muy comprometida con sus proyectos y personal Supervisor ssoma Antiguo empleado Lima Noviembre, 2019 Empresa dedicada a realizar trabajos de metal mecánica y obras civiles,líderes en la región, con alta demanda sobre todo en el sector de mineria e industria. A mejorar Logistica Recomienda trabajar aquí Técnico electricista Antiguo empleado Junin Agosto, 2019 una empresa con amplia experiencia laboral Lo mejor tiene recursos A mejorar la parte administrativa Recomienda trabajar aquí Mostrar las 53 evaluaciones",
